InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
242290,43087,PLANT POTS GARDEN SET ,7,01-06-2011,3.91,18579.0,United Kingdom
C991307,72126,  CERAMIC TEA POT FLORAL ,1,2012-10-02 00:00:00,17.16,13503.0,Germany
887600,25591,  PARTY BUNTING ,9,11-03-2012,7.83,19742.0,United Kingdom
449760,68813,  PARTY BUNTING ,3,14/07/2012,2.76,19037.0,United Kingdom
149892,99119, WOODEN PICTURE FRAME WHITE FINISH ,3,22/12/2010,8.71,,Norway
847097,27234, ASSORTED COLOUR BIRD ORNAMENT ,1,23-11-2012,16.21,17805.0,United Kingdom
150711,98003,WHITE HANGING HEART T-LIGHT HOLDER,5,2012-06-03 00:00:00,2.91,16996.0,United Kingdom
643803,19290,CERAMIC TEA POT FLORAL ,1,12-07-2010,9.28,13388.0,United Kingdom
150713,54297,  PLANT POTS GARDEN SET,-9,15/10/2012,10.85,10188.0,Germany
C288392,23246,BIRTHDAY CARD VINTAGE DESIGN,3,10-12-2011,13.83,12679.0,United Kingdom
176693,43709,  BIRTHDAY CARD VINTAGE DESIGN,1,"Oct 22, 2012",10.76,18769.0,United Kingdom
443275,44889, SET OF 3 CAKE TINS PANTRY DESIGN,23,22-01-2011,8.2,12052.0,United Kingdom
475987,24860,  REGENCY CAKESTAND 3 TIER ,1,15-06-2012,13.43,12293.0,United Kingdom
178097,69262,PLANT POTS GARDEN SET ,5,27/05/2011,8.71,,United Kingdom
684398,55986, WHITE HANGING HEART T-LIGHT HOLDER ,8,26-11-2011,11.8,14226.0,Spain
340491,98941,  PACK OF 72 RETROSPOT CAKE CASES,1,09/01/2012,2.95,10056.0,United Kingdom
403806,66488,  WOODEN PICTURE FRAME WHITE FINISH,5,2012-06-15 00:00:00,17.32,10779.0,United Kingdom
590643,54153,  BIRTHDAY CARD VINTAGE DESIGN,1,InvalidDate,4.64,13225.0,United Kingdom
246429,85174, LUNCH BAG RED RETROSPOT,1,19-10-2012,7.23,15378.0,United Kingdom
971643,86454,  RETRO COFFEE MUG SET ,4,27-11-2011,18.02,10765.0,United Kingdom
467482,13685,  REGENCY CAKESTAND 3 TIER,1,04-14-2012,33.19,18086.0,United Kingdom
137067,73303, RETRO COFFEE MUG SET ,1,"Feb 09, 2012",2.72,11378.0,United Kingdom
449230,48398,  JUMBO BAG RED RETROSPOT,10,01-11-2011,9.95,17580.0,Switzerland
C532859,38582,PACK OF 72 RETROSPOT CAKE CASES ,2,2012-09-23 00:00:00,10.63,11904.0,United Kingdom
396412,64091, CERAMIC TEA POT FLORAL ,1,2011-06-21 00:00:00,3.53,12122.0,United Kingdom
699649,98131,  PARTY BUNTING ,1,10-30-2012,15.01,15615.0,United Kingdom
535157,82781,WOODEN PICTURE FRAME WHITE FINISH,10,05-22-2011,7.38,12439.0,United Kingdom
858272,63294,  ASSORTED COLOUR BIRD ORNAMENT,3,24-01-2011,5.74,18934.0,United Kingdom
128876,36539,  ASSORTED COLOUR BIRD ORNAMENT,1,21-09-2011,11.33,,United Kingdom
980624,12775,HOME DECOR LIGHT STRING,3,2011-06-22 00:00:00,5.8,12818.0,Germany
763333,85188, CERAMIC TEA POT FLORAL,1,10-26-2011,26.15,14077.0,United Kingdom
C336139,22559,SCENTED CANDLE GIFT PACK ,4,06-25-2012,4.81,19675.0,United Kingdom
855137,40412,  JUMBO BAG RED RETROSPOT ,1,03-12-2010,14.18,15819.0,United Kingdom
571449,60138,RETRO COFFEE MUG SET,5,"Apr 26, 2011",9.81,17422.0,United Kingdom
717737,15084,BIRTHDAY CARD VINTAGE DESIGN,3,"May 03, 2011",10.22,,Germany
491337,42309, BIRTHDAY CARD VINTAGE DESIGN ,8,11-22-2011,8.17,16375.0,United Kingdom
138575,82553, VINTAGE SNAKES & LADDERS ,1,10/10/2011,5.59,18734.0,United Kingdom
767972,65822,  RETRO COFFEE MUG SET,0,13-03-2012,10.37,11441.0,United Kingdom
782527,59607,LUNCH BAG RED RETROSPOT,1,02/04/2012,10.48,,United Kingdom
137361,90291,VINTAGE SNAKES & LADDERS,3,26-10-2011,33.77,,United Kingdom
294451,79381, SCENTED CANDLE GIFT PACK ,4,08/11/2012,6.74,12415.0,Spain
442424,41514, PACK OF 72 RETROSPOT CAKE CASES,8,"Aug 27, 2011",2.55,15667.0,Germany
169409,33798, PARTY BUNTING,1,22/09/2012,20.59,13047.0,United Kingdom
137276,15008,PLANT POTS GARDEN SET ,5,01-12-2011,7.33,11221.0,United Kingdom
305538,37757,SCENTED CANDLE GIFT PACK,4,06-19-2012,5.85,16571.0,Norway
172723,36862,JUMBO BAG RED RETROSPOT,1,03-03-2012,8.0,11821.0,United Kingdom
131817,90488,WHITE HANGING HEART T-LIGHT HOLDER,5,13/02/2011,13.01,18147.0,United Kingdom
391946,97844,BIRTHDAY CARD VINTAGE DESIGN,1,11-29-2011,16.86,10193.0,EIRE
985375,69332,  WOODEN PICTURE FRAME WHITE FINISH ,7,2011-07-06 00:00:00,8.61,12225.0,United Kingdom
C742064,92702, ASSORTED COLOUR BIRD ORNAMENT,4,2012-09-21 00:00:00,2.41,11878.0,United Kingdom
463581,14959, VINTAGE SNAKES & LADDERS ,2,2011-09-03 00:00:00,4.97,12066.0,United Kingdom
312854,99350, SCENTED CANDLE GIFT PACK ,4,"Oct 11, 2011",7.61,12198.0,United Kingdom
738103,84855,  HOME DECOR LIGHT STRING ,1,07/09/2011,31.3,14290.0,United Kingdom
910201,74006,LUNCH BAG RED RETROSPOT,4,07-06-2011,14.95,14235.0,United Kingdom
444359,46725, VINTAGE SNAKES & LADDERS,2,04-09-2012,22.07,15776.0,United Kingdom
760284,99690, VINTAGE SNAKES & LADDERS,2,08-25-2011,5.88,11555.0,Spain
939446,64643, PARTY BUNTING,3,"Sep 03, 2011",9.93,13873.0,United Kingdom
864932,41423,  SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-11-10 00:00:00,2.25,17755.0,United Kingdom
705750,95311, ASSORTED COLOUR BIRD ORNAMENT,1,"Jul 11, 2011",10.86,13294.0,United Kingdom
451206,21226, JUMBO BAG RED RETROSPOT ,2,02-03-2011,3.4,12137.0,United Kingdom
789746,15543,  HOME DECOR LIGHT STRING ,13,"Jun 22, 2011",14.85,10189.0,United Kingdom
720140,33021,  ASSORTED COLOUR BIRD ORNAMENT,4,2012-04-11 00:00:00,10.16,,United Kingdom
902925,82354, RETRO COFFEE MUG SET ,6,13/11/2012,13.1,17897.0,Germany
297008,61142,  WOODEN PICTURE FRAME WHITE FINISH,10,10-02-2012,2.56,11601.0,United Kingdom
546015,29673, PACK OF 72 RETROSPOT CAKE CASES,8,11-19-2011,7.72,14575.0,United Kingdom
235669,98636, JUMBO BAG RED RETROSPOT,1,27-04-2011,12.76,12754.0,United Kingdom
804989,90382,WOODEN PICTURE FRAME WHITE FINISH ,3,16-12-2011,10.65,,EIRE
987159,36292,  BIRTHDAY CARD VINTAGE DESIGN ,1,13-04-2012,12.63,,United Kingdom
C728800,64391, RETRO COFFEE MUG SET ,2,20-06-2011,8.38,19875.0,Netherlands
351749,14758, REGENCY CAKESTAND 3 TIER,3,16-09-2012,7.39,,Spain
654636,13491,  BIRTHDAY CARD VINTAGE DESIGN ,3,"Apr 18, 2012",5.76,14457.0,Australia
803023,52597,  WHITE HANGING HEART T-LIGHT HOLDER ,4,2011-07-19 00:00:00,27.98,13271.0,Norway
687073,34687, ASSORTED COLOUR BIRD ORNAMENT ,3,2011-06-08 00:00:00,8.31,,United Kingdom
246297,13291,  PARTY BUNTING ,5,10/04/2011,5.69,15681.0,Japan
661669,11082,CERAMIC TEA POT FLORAL ,1,InvalidDate,4.14,15591.0,United Kingdom
954032,34346, JUMBO BAG RED RETROSPOT,3,01-22-2011,12.89,11889.0,United Kingdom
335892,37115,WOODEN PICTURE FRAME WHITE FINISH,4,"Dec 28, 2010",18.1,,Germany
404647,85499,VINTAGE SNAKES & LADDERS ,10,12/07/2012,28.58,13973.0,Portugal
538715,92168, REGENCY CAKESTAND 3 TIER,6,07-20-2012,10.92,15461.0,United Kingdom
702960,42573, BIRTHDAY CARD VINTAGE DESIGN ,1,09-24-2012,2.81,11868.0,United Kingdom
521280,84005,  SCENTED CANDLE GIFT PACK,1,2011-02-22 00:00:00,13.0,10331.0,United Kingdom
106475,72866,  REGENCY CAKESTAND 3 TIER ,1,28-06-2011,13.53,17280.0,Germany
618534,18382, RETRO COFFEE MUG SET ,8,06-09-2012,9.22,12390.0,United Kingdom
C194455,63900, LUNCH BAG RED RETROSPOT ,2,07-13-2011,18.13,10618.0,United Kingdom
660309,81310, PACK OF 72 RETROSPOT CAKE CASES,1,InvalidDate,8.73,13958.0,Australia
116375,98279,  WHITE HANGING HEART T-LIGHT HOLDER,1,2012-11-15 00:00:00,2.71,,United Kingdom
898385,34660, WHITE HANGING HEART T-LIGHT HOLDER ,1,12-15-2011,9.33,12796.0,United Kingdom
883877,17121,  PACK OF 72 RETROSPOT CAKE CASES ,5,03/01/2012,14.61,12622.0,Australia
735462,91478,HOME DECOR LIGHT STRING,1,"Oct 05, 2011",11.33,15652.0,United Kingdom
528734,11532, RETRO COFFEE MUG SET,8,2012-02-08 00:00:00,10.38,,United Kingdom
104576,31658, VINTAGE SNAKES & LADDERS,4,"Jun 16, 2012",16.17,19969.0,Japan
359925,71779, LUNCH BAG RED RETROSPOT ,3,01-12-2011,14.98,13442.0,Australia
810731,28280, RETRO COFFEE MUG SET ,5,"Jan 27, 2012",14.6,,Japan
619466,32448,  RETRO COFFEE MUG SET ,10,10/11/2012,16.42,16346.0,United Kingdom
967413,44361,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-03-09 00:00:00,3.73,10227.0,United Kingdom
484784,49776, SCENTED CANDLE GIFT PACK ,4,09-03-2012,8.88,14381.0,United Kingdom
136948,68565,WOODEN PICTURE FRAME WHITE FINISH ,1,06-23-2012,2.81,19121.0,EIRE
992135,84221,REGENCY CAKESTAND 3 TIER,3,"Dec 09, 2011",13.32,19184.0,Netherlands
C582737,29728,SET OF 3 CAKE TINS PANTRY DESIGN ,-5,"Mar 27, 2012",7.37,11935.0,United Kingdom
575629,10594,  PACK OF 72 RETROSPOT CAKE CASES ,1,27/08/2011,6.2,10671.0,Germany
547454,82402,  REGENCY CAKESTAND 3 TIER,9,01/10/2011,3.87,,Germany
172577,71331,  CERAMIC TEA POT FLORAL,1,06-25-2012,7.52,15242.0,United Kingdom
908593,34935, VINTAGE SNAKES & LADDERS ,5,11-15-2011,3.53,17399.0,United Kingdom
897406,55134,BIRTHDAY CARD VINTAGE DESIGN,2,"Mar 12, 2012",6.34,10768.0,United Kingdom
202951,58786,  CERAMIC TEA POT FLORAL ,0,21/02/2011,6.94,12536.0,United Kingdom
993993,17664,JUMBO BAG RED RETROSPOT ,2,"Sep 06, 2011",29.17,15777.0,Spain
C236225,52287,WHITE HANGING HEART T-LIGHT HOLDER ,5,19-10-2012,5.26,15306.0,United Kingdom
747861,34315,  RETRO COFFEE MUG SET ,6,2012-08-11 00:00:00,13.2,11008.0,United Kingdom
C770088,18382, CERAMIC TEA POT FLORAL,6,03-19-2012,10.16,19162.0,United Kingdom
942388,99170, WOODEN PICTURE FRAME WHITE FINISH ,6,2011-01-24 00:00:00,28.15,12474.0,United Kingdom
422666,55452, SET OF 3 CAKE TINS PANTRY DESIGN,8,13-07-2012,7.13,,France
682994,96120,PLANT POTS GARDEN SET,2,04-15-2012,5.85,11336.0,United Kingdom
153175,20991,  RETRO COFFEE MUG SET ,3,InvalidDate,21.38,,United Kingdom
788235,36558,PACK OF 72 RETROSPOT CAKE CASES ,8,11-12-2011,2.99,15273.0,Spain
187502,93201, REGENCY CAKESTAND 3 TIER ,2,2011-09-15 00:00:00,12.9,11839.0,EIRE
246154,57801, WOODEN PICTURE FRAME WHITE FINISH,3,"Apr 14, 2012",11.19,17409.0,Australia
171939,56533,  LUNCH BAG RED RETROSPOT,3,02/02/2012,16.31,10907.0,United Kingdom
927165,12606,  BIRTHDAY CARD VINTAGE DESIGN,1,21-07-2011,4.24,,United Kingdom
215074,42286,PARTY BUNTING,1,14-08-2012,7.03,13782.0,United Kingdom
204843,95504, ASSORTED COLOUR BIRD ORNAMENT ,1,2011-07-29 00:00:00,4.49,16870.0,United Kingdom
865110,12175,JUMBO BAG RED RETROSPOT ,5,2011-04-09 00:00:00,13.91,17030.0,United Kingdom
564535,29755, BIRTHDAY CARD VINTAGE DESIGN,4,2011-01-16 00:00:00,17.92,13167.0,United Kingdom
743012,61952,  HOME DECOR LIGHT STRING,1,"Feb 23, 2012",14.56,17632.0,United Kingdom
519136,60528, LUNCH BAG RED RETROSPOT ,3,15/07/2011,9.56,14014.0,France
390277,60526,REGENCY CAKESTAND 3 TIER,1,17-02-2011,6.53,16345.0,United Kingdom
289921,70955, PARTY BUNTING ,3,"Apr 23, 2011",13.62,16619.0,United Kingdom
524429,25467, REGENCY CAKESTAND 3 TIER ,3,29/11/2012,24.97,12974.0,Netherlands
741058,98388, JUMBO BAG RED RETROSPOT ,1,"Jun 12, 2012",8.32,,United Kingdom
165614,87413,  REGENCY CAKESTAND 3 TIER,2,15/03/2012,7.22,11888.0,United Kingdom
335994,33118,  WHITE HANGING HEART T-LIGHT HOLDER,-6,29/06/2011,11.15,,United Kingdom
821478,82089, PARTY BUNTING ,2,2012-05-14 00:00:00,11.53,19443.0,United Kingdom
496904,93470,  WOODEN PICTURE FRAME WHITE FINISH ,2,12-03-2012,4.78,19974.0,United Kingdom
533048,23224,  SET OF 3 CAKE TINS PANTRY DESIGN ,4,"Apr 22, 2011",21.61,11550.0,United Kingdom
104695,57958, LUNCH BAG RED RETROSPOT,5,20-04-2012,10.1,15609.0,United Kingdom
513391,26139,PARTY BUNTING ,6,23/12/2010,6.79,,United Kingdom
996811,15315,HOME DECOR LIGHT STRING ,4,13-05-2012,4.26,15513.0,United Kingdom
899595,58328, WOODEN PICTURE FRAME WHITE FINISH ,8,23/07/2011,4.89,19894.0,United Kingdom
482873,68326,  JUMBO BAG RED RETROSPOT,1,10/08/2012,10.33,15014.0,United Kingdom
637068,18163, LUNCH BAG RED RETROSPOT,1,19-06-2011,7.32,18493.0,United Kingdom
821927,50168,VINTAGE SNAKES & LADDERS,5,2012-06-05 00:00:00,19.08,10081.0,United Kingdom
492573,25675,  ASSORTED COLOUR BIRD ORNAMENT,2,18/03/2012,7.31,12021.0,United Kingdom
951995,58951, BIRTHDAY CARD VINTAGE DESIGN ,3,25-06-2011,23.89,,United Kingdom
629896,48734, PACK OF 72 RETROSPOT CAKE CASES ,3,07/11/2011,10.98,14870.0,United Kingdom
151999,40358,  ASSORTED COLOUR BIRD ORNAMENT ,4,2011-07-04 00:00:00,8.02,10437.0,Norway
813076,36162, PLANT POTS GARDEN SET ,1,03-20-2012,8.93,,United Kingdom
412809,28405,PARTY BUNTING ,2,"Feb 04, 2011",7.77,16286.0,France
653360,29644,WOODEN PICTURE FRAME WHITE FINISH ,3,2012-07-08 00:00:00,7.13,18070.0,United Kingdom
512942,23944, BIRTHDAY CARD VINTAGE DESIGN,11,2012-03-13 00:00:00,5.08,13794.0,United Kingdom
277476,65916,CERAMIC TEA POT FLORAL,1,2011-04-19 00:00:00,7.05,19677.0,United Kingdom
202537,36015,WOODEN PICTURE FRAME WHITE FINISH,5,"Dec 30, 2011",16.98,16085.0,United Kingdom
532750,74509,  ASSORTED COLOUR BIRD ORNAMENT ,-6,2012-07-26 00:00:00,10.09,18083.0,Germany
695446,78783,  CERAMIC TEA POT FLORAL,1,2012-01-29 00:00:00,9.72,10909.0,United Kingdom
675746,92096,REGENCY CAKESTAND 3 TIER ,1,11/03/2012,5.84,14559.0,United Kingdom
390699,19496,VINTAGE SNAKES & LADDERS,3,06-30-2012,18.25,17181.0,Germany
211030,31230,  VINTAGE SNAKES & LADDERS,-5,16/01/2011,6.24,,Australia
366278,61003,  REGENCY CAKESTAND 3 TIER,4,26-05-2011,6.66,,France
C248469,86639,  PLANT POTS GARDEN SET,1,12/10/2012,20.54,,United Kingdom
972590,82739,LUNCH BAG RED RETROSPOT ,2,2011-07-14 00:00:00,6.25,19619.0,Portugal
960466,50878,SCENTED CANDLE GIFT PACK ,1,22-10-2011,6.02,14815.0,United Kingdom
912002,22204, RETRO COFFEE MUG SET ,1,2011-06-13 00:00:00,7.34,19577.0,Portugal
941135,17501, CERAMIC TEA POT FLORAL ,1,"Sep 08, 2012",4.16,12668.0,United Kingdom
141269,84486,  RETRO COFFEE MUG SET ,1,19/07/2011,6.44,,France
C349495,48397,  REGENCY CAKESTAND 3 TIER,3,2011-01-22 00:00:00,4.21,11471.0,Germany
690555,51992,SCENTED CANDLE GIFT PACK ,2,28-11-2011,4.19,18327.0,EIRE
552532,10366,  VINTAGE SNAKES & LADDERS ,1,2011-05-07 00:00:00,15.76,,United Kingdom
653949,72744,  PLANT POTS GARDEN SET,3,"Nov 03, 2011",7.33,,Australia
569054,24319,  LUNCH BAG RED RETROSPOT,2,04-10-2012,2.69,11886.0,United Kingdom
169893,41695,REGENCY CAKESTAND 3 TIER ,7,02-16-2011,64.09,11357.0,United Kingdom
782286,86955,  HOME DECOR LIGHT STRING ,2,03-12-2011,12.75,15530.0,United Kingdom
791495,65043,  HOME DECOR LIGHT STRING ,4,11-21-2011,9.99,,Germany
537043,65235, RETRO COFFEE MUG SET,7,2011-10-27 00:00:00,24.24,10082.0,United Kingdom
711369,27373,  PLANT POTS GARDEN SET ,9,2011-08-03 00:00:00,13.59,12546.0,Germany
242003,81458,ASSORTED COLOUR BIRD ORNAMENT,3,30-03-2011,6.04,12244.0,Germany
248395,95097,WHITE HANGING HEART T-LIGHT HOLDER,5,06-05-2011,5.46,12306.0,United Kingdom
697202,59349, WHITE HANGING HEART T-LIGHT HOLDER ,1,08/02/2012,11.9,11553.0,United Kingdom
854208,34940, PACK OF 72 RETROSPOT CAKE CASES ,1,"Apr 03, 2012",8.56,13206.0,United Kingdom
525716,17141,PLANT POTS GARDEN SET,5,2011-08-25 00:00:00,28.48,12456.0,United Kingdom
637953,30910, SCENTED CANDLE GIFT PACK ,1,2012-02-27 00:00:00,20.34,11064.0,United Kingdom
109387,37949, JUMBO BAG RED RETROSPOT ,2,23/10/2011,8.3,19791.0,United Kingdom
562326,10987, JUMBO BAG RED RETROSPOT ,5,"Jan 09, 2011",10.8,12714.0,Germany
182970,16218,LUNCH BAG RED RETROSPOT ,1,29-03-2012,5.94,13680.0,Germany
C357653,85681,RETRO COFFEE MUG SET,4,30/09/2012,10.06,15357.0,United Kingdom
C519627,10094,  PACK OF 72 RETROSPOT CAKE CASES ,3,02/01/2011,3.18,15124.0,Norway
400318,69817,  VINTAGE SNAKES & LADDERS,2,31-03-2011,25.48,17606.0,United Kingdom
641486,21170,  JUMBO BAG RED RETROSPOT ,1,2012-07-12 00:00:00,22.59,10088.0,United Kingdom
423923,89637,  LUNCH BAG RED RETROSPOT ,3,01-08-2011,21.99,12469.0,United Kingdom
583042,10026, PACK OF 72 RETROSPOT CAKE CASES,4,24/09/2012,17.95,12130.0,United Kingdom
321666,40694, PLANT POTS GARDEN SET ,6,InvalidDate,12.45,12985.0,EIRE
983523,69486,  HOME DECOR LIGHT STRING,2,02/07/2011,8.23,18312.0,United Kingdom
172255,13811,  BIRTHDAY CARD VINTAGE DESIGN ,4,InvalidDate,8.22,13079.0,United Kingdom
749983,12024, RETRO COFFEE MUG SET,2,10/08/2011,5.59,12184.0,United Kingdom
C364130,94358, PARTY BUNTING ,3,2011-03-23 00:00:00,6.74,16339.0,United Kingdom
266305,97667, LUNCH BAG RED RETROSPOT ,4,22/09/2011,6.81,18572.0,United Kingdom
C578766,89711,  WHITE HANGING HEART T-LIGHT HOLDER,-9,"Mar 30, 2012",6.44,10538.0,United Kingdom
726627,65723,SET OF 3 CAKE TINS PANTRY DESIGN ,4,12-22-2011,12.04,,Germany
239728,27032,PARTY BUNTING ,1,12-27-2011,6.65,18498.0,United Kingdom
911441,95759, VINTAGE SNAKES & LADDERS,3,23/10/2012,4.5,,United Kingdom
309304,39654, CERAMIC TEA POT FLORAL,1,2012-06-05 00:00:00,8.07,,United Kingdom
228259,89923, SET OF 3 CAKE TINS PANTRY DESIGN,2,2012-02-28 00:00:00,13.33,12876.0,United Kingdom
924187,75283, ASSORTED COLOUR BIRD ORNAMENT,13,09/03/2011,23.55,15384.0,United Kingdom
290191,68188,  LUNCH BAG RED RETROSPOT,1,06-24-2012,10.81,15606.0,United Kingdom
615689,90253,  JUMBO BAG RED RETROSPOT ,5,2011-01-10 00:00:00,22.46,10883.0,United Kingdom
497477,63243,SET OF 3 CAKE TINS PANTRY DESIGN ,10,21-09-2011,2.48,18637.0,United Kingdom
948689,62647,REGENCY CAKESTAND 3 TIER ,2,05/09/2011,10.35,15398.0,Netherlands
132175,79109, PACK OF 72 RETROSPOT CAKE CASES,13,09-04-2011,6.91,17020.0,Germany
770050,86202, WOODEN PICTURE FRAME WHITE FINISH ,2,12-21-2010,12.81,11561.0,United Kingdom
286764,50711, BIRTHDAY CARD VINTAGE DESIGN,8,2010-12-17 00:00:00,5.63,19372.0,United Kingdom
679886,38887,ASSORTED COLOUR BIRD ORNAMENT,1,09-22-2012,10.37,,Netherlands
775002,19597,SET OF 3 CAKE TINS PANTRY DESIGN ,8,08-12-2010,5.78,14688.0,United Kingdom
126014,12802,CERAMIC TEA POT FLORAL ,2,05-02-2012,2.86,18943.0,United Kingdom
155612,53319,  REGENCY CAKESTAND 3 TIER,5,28/03/2011,10.19,14592.0,United Kingdom
271840,85667,  PACK OF 72 RETROSPOT CAKE CASES ,9,07-29-2012,5.99,18303.0,Portugal
615340,28371, SET OF 3 CAKE TINS PANTRY DESIGN,2,2011-11-16 00:00:00,13.74,12715.0,France
765442,97110,PACK OF 72 RETROSPOT CAKE CASES,1,"Oct 30, 2011",8.48,12932.0,Germany
373306,62129,  PACK OF 72 RETROSPOT CAKE CASES,1,15-01-2012,6.01,16216.0,EIRE
890023,96643, PARTY BUNTING ,3,07-18-2012,32.41,15313.0,United Kingdom
255049,83916,  RETRO COFFEE MUG SET ,1,18/07/2012,4.02,11208.0,Netherlands
629049,55056,PLANT POTS GARDEN SET,4,09-11-2011,3.34,,United Kingdom
168369,66132,  RETRO COFFEE MUG SET,1,08/05/2012,14.13,,United Kingdom
509633,92018, WOODEN PICTURE FRAME WHITE FINISH,3,17/04/2012,4.74,15571.0,United Kingdom
862473,25233,CERAMIC TEA POT FLORAL,1,06-17-2012,3.89,15960.0,United Kingdom
931303,61500,SCENTED CANDLE GIFT PACK ,27,"Aug 08, 2011",3.12,15410.0,United Kingdom
357137,23392, CERAMIC TEA POT FLORAL,1,2011-01-10 00:00:00,4.49,18873.0,EIRE
932230,16820, SCENTED CANDLE GIFT PACK,-1,2011-07-10 00:00:00,2.02,,United Kingdom
483331,15028,RETRO COFFEE MUG SET ,2,30-08-2011,10.24,,United Kingdom
179888,48839,PACK OF 72 RETROSPOT CAKE CASES ,3,InvalidDate,6.05,15339.0,United Kingdom
405218,87192, PACK OF 72 RETROSPOT CAKE CASES ,4,"Dec 19, 2010",8.24,,United Kingdom
230697,60659,SCENTED CANDLE GIFT PACK ,6,"Feb 04, 2012",5.18,16289.0,United Kingdom
771064,45739, HOME DECOR LIGHT STRING,3,InvalidDate,13.42,18095.0,United Kingdom
673399,72907,  WHITE HANGING HEART T-LIGHT HOLDER ,4,"Dec 12, 2010",3.17,19876.0,United Kingdom
429457,31711, SET OF 3 CAKE TINS PANTRY DESIGN ,5,"Mar 01, 2011",3.77,,United Kingdom
103098,76538,ASSORTED COLOUR BIRD ORNAMENT,-1,2012-01-10 00:00:00,4.21,10117.0,United Kingdom
475665,98112, LUNCH BAG RED RETROSPOT ,18,"Jul 30, 2011",17.3,18354.0,United Kingdom
863210,71608,  PLANT POTS GARDEN SET,4,"Jul 10, 2012",13.14,11428.0,Netherlands
953389,61284, SET OF 3 CAKE TINS PANTRY DESIGN,11,InvalidDate,38.35,16701.0,United Kingdom
693391,14090, PLANT POTS GARDEN SET,3,"Aug 01, 2011",8.15,10392.0,United Kingdom
768582,97123,LUNCH BAG RED RETROSPOT,5,09-09-2011,10.44,19374.0,United Kingdom
868460,35168,REGENCY CAKESTAND 3 TIER,3,"Dec 28, 2010",12.31,,Germany
960986,68584, PARTY BUNTING ,-4,"May 01, 2012",7.67,17472.0,Germany
549181,11130,CERAMIC TEA POT FLORAL ,1,"Aug 19, 2012",13.91,12261.0,United Kingdom
988015,26490,  HOME DECOR LIGHT STRING ,2,08/09/2011,9.31,15435.0,United Kingdom
C162784,27950,LUNCH BAG RED RETROSPOT ,5,07-04-2011,23.92,12621.0,United Kingdom
937802,79082, ASSORTED COLOUR BIRD ORNAMENT,1,22-04-2011,12.16,18708.0,Netherlands
364019,39376,  VINTAGE SNAKES & LADDERS,2,"Aug 25, 2012",6.86,15698.0,Australia
486791,71455, WHITE HANGING HEART T-LIGHT HOLDER,1,2011-01-02 00:00:00,18.39,11569.0,United Kingdom
660139,77804, WOODEN PICTURE FRAME WHITE FINISH ,2,01-13-2012,13.91,16738.0,United Kingdom
565139,47696,  REGENCY CAKESTAND 3 TIER,1,"Mar 22, 2011",7.45,15581.0,Portugal
593085,34512,  BIRTHDAY CARD VINTAGE DESIGN ,1,2012-04-05 00:00:00,7.07,19288.0,France
212035,13936, BIRTHDAY CARD VINTAGE DESIGN ,1,30-07-2011,6.99,17756.0,United Kingdom
511377,58398, WHITE HANGING HEART T-LIGHT HOLDER,2,14-05-2012,14.26,11806.0,United Kingdom
436399,73001,  RETRO COFFEE MUG SET ,3,16-10-2012,10.99,16454.0,United Kingdom
462544,29547,  RETRO COFFEE MUG SET,8,02/12/2010,7.27,11268.0,United Kingdom
758146,81469, PARTY BUNTING ,6,2010-12-20 00:00:00,3.83,17901.0,Belgium
714342,74471, ASSORTED COLOUR BIRD ORNAMENT ,1,"Sep 07, 2012",7.82,14955.0,United Kingdom
581756,19335, LUNCH BAG RED RETROSPOT,2,"Sep 10, 2012",16.58,17123.0,EIRE
314223,99049,  HOME DECOR LIGHT STRING ,9,21/12/2011,12.44,18975.0,United Kingdom
865598,13145, SCENTED CANDLE GIFT PACK ,3,25/08/2011,8.48,11636.0,United Kingdom
124142,93420,  RETRO COFFEE MUG SET ,6,11-05-2011,11.48,12310.0,United Kingdom
C375419,45934,  RETRO COFFEE MUG SET ,1,06/03/2012,51.66,17069.0,United Kingdom
953349,49369, HOME DECOR LIGHT STRING ,3,10/02/2011,7.27,11643.0,United Kingdom
882780,54109,  BIRTHDAY CARD VINTAGE DESIGN ,5,01-09-2011,11.16,12302.0,United Kingdom
C995318,16033, HOME DECOR LIGHT STRING,3,2012-06-30 00:00:00,14.05,11004.0,United Kingdom
271955,66831,WHITE HANGING HEART T-LIGHT HOLDER,1,"Oct 03, 2011",15.98,18246.0,United Kingdom
C179599,45162,PLANT POTS GARDEN SET,6,24-06-2012,9.69,17192.0,United Kingdom
997333,69402,  WHITE HANGING HEART T-LIGHT HOLDER ,16,26/08/2012,14.24,,Germany
274469,36863,PARTY BUNTING ,1,2012-05-17 00:00:00,7.52,19641.0,United Kingdom
C346222,88515,PLANT POTS GARDEN SET,1,04-26-2012,10.29,19741.0,Spain
C869822,53085,  PACK OF 72 RETROSPOT CAKE CASES,4,09-29-2011,21.86,16616.0,United Kingdom
C118781,78748, JUMBO BAG RED RETROSPOT ,3,"Mar 10, 2012",7.13,12910.0,United Kingdom
402085,33398,BIRTHDAY CARD VINTAGE DESIGN,1,"May 24, 2012",12.57,11128.0,United Kingdom
499769,34723,  VINTAGE SNAKES & LADDERS ,5,2011-11-01 00:00:00,19.97,17555.0,United Kingdom
